title,author,isbn,publication_year,rating,reviews,genres,page_count,language,publisher,review_count_log,is_highly_rated,rating_category,decade,genre_count,avg_rating_by_author,total_books_by_author
A Ynvbhq,Bujtpi Mopyyn,978-3279039760,1989,3.8,4480,"['Fiction', 'Thriller', 'History']",372,Spanish,Publisher 19,8.407601514786142,False,Medium,1980,3,3.8,1
The Ttfcpe,Byidcg Rwumilwm,978-2038510218,1979,3.6,69,['History'],204,Chinese,Publisher 22,4.2484952420493585,False,Medium,1970,1,3.6,1
My 2x3hdx,Ueewp Ifssrf,978-8682936558,1967,2.6,108,"['Thriller', 'Fiction']",185,German,Publisher 48,4.6913478822291435,False,Low,1960,2,2.6,1
An Qjhhyx,Shyebfuz Cgwkvw,978-9384382290,1964,1.0,3910,"['History', 'Romance', 'Biography']",65,Spanish,Publisher 25,8.271548374755513,False,Low,1960,3,1.0,1
A Ohm2fx,Rznyw Giblqk,978-6708901266,1988,2.8,3957,['History'],763,French,Publisher 11,8.28349412616251,False,Low,1980,1,2.8,1
My Jl1rlz,Mmqpiw Gyutyd,978-5979281293,2007,3.7,4076,"['Romance', 'Non-Fiction']",517,French,Publisher 23,8.313116702819253,False,Medium,2000,2,3.7,1
An Nvao8e,Mujprpz Mgyjoifq,978-3459126951,1974,4.9,3586,"['Biography', 'Fiction', 'Fantasy']",507,French,Publisher 41,8.185071477532283,True,High,1970,3,4.9,1
The Oh82ua,Fstgpn Sqvoaak,978-1430035701,1941,1.6,4599,['Non-Fiction'],323,Chinese,Publisher 41,8.433811582477187,False,Low,1940,1,1.6,1
The Pv4fzs,Uvwhhy Ukhja,978-8499037869,1992,2.9,3774,"['Biography', 'Thriller', 'Mystery']",734,French,Publisher 35,8.236155661683124,False,Low,1990,3,2.9,1
My 13umwx,Tuaiu Xvbybff,978-5724946018,1973,4.5,1765,"['Non-Fiction', 'History']",825,English,Publisher 38,7.476472381163905,True,High,1970,2,4.5,1
The D6qr6h,Cojoc Icviju,978-5758607233,1962,4.5,572,['History'],768,Spanish,Publisher 6,6.350885716714739,True,High,1960,1,4.5,1
The Zmgyv3,Tgrqyfa Demiz,978-5835111065,1939,4.6,3716,"['Romance', 'Classics']",751,Spanish,Publisher 30,8.220672170297252,True,High,1930,2,4.6,1
My Jgivxz,Kzxtvhca Evqkf,978-9395300141,2013,4.5,1959,"['Biography', 'History']",705,English,Publisher 23,7.580699752224563,True,High,2010,2,4.5,1
An 4vj0m0,Vxulw Tzphsngy,978-2939319883,1980,4.8,2469,"['Biography', 'Thriller']",968,Spanish,Publisher 35,7.8119734296220225,True,High,1980,2,4.8,1
The 4xtuju,Euarp Lilmx,978-3615560754,1934,3.7,2935,"['History', 'Non-Fiction', 'Fiction']",145,Spanish,Publisher 32,7.984803389734406,False,Medium,1930,3,3.7,1
My Oeunxn,Miawhic Pkgvek,978-8719734717,2024,1.6,4374,['History'],444,French,Publisher 38,8.383661798791714,False,Low,2020,1,1.6,1
An 7zv2kd,Ungxid Vpkotrs,978-8634539615,1914,3.3,1025,"['Mystery', 'Biography']",835,Spanish,Publisher 36,6.933423025730715,False,Medium,1910,2,3.3,1
A Jzd87o,Icvsfmqr Brlalea,978-3991620632,1987,4.4,1264,"['Thriller', 'Classics', 'Non-Fiction']",812,Chinese,Publisher 21,7.14282740116162,True,High,1980,3,4.4,1
My 7fvsf5,Vtpshrbi Zmkaucf,978-2962977481,1906,4.3,488,['Thriller'],627,Spanish,Publisher 4,6.1923624894748714,True,High,1900,1,4.3,1
A Soehbl,Lcgzqyy Bdbnbkcm,978-8719333735,1917,2.3,2764,"['Non-Fiction', 'Thriller', 'Mystery']",146,German,Publisher 37,7.924795913956435,False,Low,1910,3,2.3,1
An Uhf9r2,Slpvmyf Mfifj,978-6410133168,2006,1.7,311,"['Mystery', 'Fiction']",837,French,Publisher 12,5.7430031878094825,False,Low,2000,2,1.7,1
My Khgfes,Fbyidomq Fuhsdl,978-5992244597,1966,1.3,1034,['Non-Fiction'],378,French,Publisher 24,6.942156705699469,False,Low,1960,1,1.3,1
An S67nih,Ftmqm Kgbka,978-2952793131,1974,4.8,3911,"['Fiction', 'Non-Fiction', 'Romance']",569,German,Publisher 15,8.271804031154709,True,High,1970,3,4.8,1
The Tbe01i,Vsejgip Yfizhkf,978-8492440265,2021,3.2,4883,"['Fantasy', 'Thriller', 'Non-Fiction']",301,Spanish,Publisher 44,8.493719835230594,False,Medium,2020,3,3.2,1
The Czenrk,Datyssqs Wrjsji,978-7736203714,1974,1.8,1741,['Thriller'],670,French,Publisher 35,7.462789157412447,False,Low,1970,1,1.8,1
The Mvh5ja,Xghfk Lgcrgyy,978-7964969171,1935,5.0,3260,"['Biography', 'Romance']",434,Spanish,Publisher 28,8.089789175789319,True,High,1930,2,5.0,1
An Ulqaas,Zghhnh Nmbbgv,978-7138184341,2013,1.8,1132,"['Biography', 'Science Fiction']",831,German,Publisher 43,7.0326242610280065,False,Low,2010,2,1.8,1
A Ianjdt,Vxhmejob Cbzzoehr,978-6674137240,1911,4.3,2939,"['Fiction', 'History']",831,Spanish,Publisher 35,7.986164860332727,True,High,1910,2,4.3,1
The 4ljwft,Ynddep Flnful,978-3023694214,1920,1.8,4708,"['Romance', 'History', 'Non-Fiction']",114,German,Publisher 45,8.457230850243555,False,Low,1920,3,1.8,1
My Vaj5aa,Bgdrul Snpzji,978-4722872444,1973,2.4,2845,"['Mystery', 'Thriller', 'Classics']",403,French,Publisher 46,7.953669778649798,False,Low,1970,3,2.4,1
The Kyhbg0,Rhscyma Amsns,978-6134509136,2020,2.2,1102,"['Thriller', 'Science Fiction', 'Fiction']",958,Spanish,Publisher 36,7.005789019253502,False,Low,2020,3,2.2,1
A Cowzkj,Vfxhjd Dulkk,978-3146465512,1957,3.5,3918,"['Mystery', 'Romance']",242,Chinese,Publisher 27,8.27359179819963,False,Medium,1950,2,3.5,1
An Ihzbap,Vmnggrr Ypqfwin,978-7166302835,1931,4.8,4795,"['Thriller', 'Biography']",511,Chinese,Publisher 14,8.475537516147405,True,High,1930,2,4.8,1
A K68fax,Ygwsyln Iibmeq,978-6144499605,1973,3.2,589,"['Science Fiction', 'History', 'Biography']",342,English,Publisher 33,6.380122536899765,False,Medium,1970,3,3.2,1
A R85trh,Kpadub Wlnibxg,978-2741582049,1949,4.5,2333,['History'],884,French,Publisher 31,7.755338812846501,True,High,1940,1,4.5,1
The Vrhwje,Yizetmgy Ldzyhb,978-7955444355,1927,1.5,4406,['Thriller'],831,Chinese,Publisher 23,8.390949464841986,False,Low,1920,1,1.5,1
My Knx9sb,Jqthuq Splzmeuy,978-3159426770,1983,3.5,2370,"['Romance', 'Mystery', 'Thriller']",466,Chinese,Publisher 39,7.771067086065405,False,Medium,1980,3,3.5,1
A Cpk3sg,Crbrs Ohezmfih,978-9753220606,1942,3.0,3695,"['Classics', 'Thriller', 'Mystery']",984,Spanish,Publisher 2,8.215006432761575,False,Low,1940,3,3.0,1
The Lh2h74,Bigwhgu Xvvmd,978-3379050696,2004,3.6,2877,"['Fiction', 'Science Fiction', 'Biography']",979,English,Publisher 48,7.964850887447313,False,Medium,2000,3,3.6,1
My Cdzjt5,Ptczukow Qvsrqfw,978-9659501222,1968,1.7,3408,"['Mystery', 'Fiction', 'Classics']",129,French,Publisher 4,8.134174272137903,False,Low,1960,3,1.7,1
The Hos0bt,Plcvze Hivtbtb,978-9807685010,1941,4.9,512,"['Science Fiction', 'Thriller', 'Fiction']",741,Chinese,Publisher 12,6.240275845170769,True,High,1940,3,4.9,1
An Uo5vf6,Sekhiiab Bjmhb,978-5531229929,1964,2.6,1070,['Fiction'],765,English,Publisher 32,6.976348070447749,False,Low,1960,1,2.6,1
An Mrehmb,Rnbniat Miwlrfr,978-1986590414,1956,2.8,602,"['Biography', 'Fiction']",774,French,Publisher 25,6.401917196727185,False,Low,1950,2,2.8,1
A Y3esbx,Mtyic Ngpyii,978-8888266016,1981,4.0,2480,"['Classics', 'Fiction']",794,French,Publisher 32,7.816416983691801,True,Medium,1980,2,4.0,1
A Kkne4a,Fiuot Hkgpsg,978-2767556182,1981,4.5,2354,"['Fantasy', 'Non-Fiction', 'Biography']",276,English,Publisher 9,7.764296006450518,True,High,1980,3,4.5,1
The 40u7qf,Rlxqxtwx Eqduvkmx,978-4261388687,1943,1.7,30,"['Science Fiction', 'Mystery']",481,German,Publisher 1,3.4339872044851463,False,Low,1940,2,1.7,1
A Nt6isr,Tggkttt Qxqjxjn,978-2416513668,1937,3.9,3293,['Classics'],307,Spanish,Publisher 35,8.099857910737585,False,Medium,1930,1,3.9,1
A X12r0u,Ccqauwf Zvwvxpc,978-9174729540,1985,3.8,1453,"['Mystery', 'Fantasy', 'Classics']",979,Chinese,Publisher 18,7.282073658093465,False,Medium,1980,3,3.8,1
An Codrzi,Kylzfkj Suakzecv,978-5185204001,1920,4.4,4777,['History'],227,Spanish,Publisher 6,8.471777327885755,True,High,1920,1,4.4,1
An Xnzwcq,Mwoql Gggcjsvy,978-3348886373,1941,2.6,4949,['Non-Fiction'],112,English,Publisher 12,8.507142855562735,False,Low,1940,1,2.6,1
My Ufg90j,Aeywqujn Jnhcx,978-4497693932,2002,2.3,2879,['Biography'],932,English,Publisher 11,7.965545573129991,False,Low,2000,1,2.3,1
A 0fbjg5,Bkrzm Ajmrvjkb,978-5044235472,1971,3.2,3017,['Fiction'],997,French,Publisher 20,8.012349639327795,False,Medium,1970,1,3.2,1
My Qdn0dk,Knxjzhf Nhcjiya,978-4792326682,1948,1.1,1270,['Romance'],771,Chinese,Publisher 17,7.147559271189454,False,Low,1940,1,1.1,1
My Zevwjv,Hywwldo Txzbyxqg,978-6031003122,1931,4.1,250,['Thriller'],994,French,Publisher 8,5.5254529391317835,True,High,1930,1,4.1,1
My X4dbaw,Lrhis Bxsto,978-7990893740,1957,1.7,3252,['Fiction'],574,Spanish,Publisher 5,8.087332926473351,False,Low,1950,1,1.7,1
A Leyma4,Fmpqxh Gijhcv,978-3855372015,2002,4.3,3059,"['Mystery', 'Fiction']",999,French,Publisher 48,8.026170194946426,True,High,2000,2,4.3,1
The Ihelxg,Oafgzmya Pofjls,978-5925359008,1909,4.4,4974,['Fantasy'],551,English,Publisher 9,8.512180649592693,True,High,1900,1,4.4,1
A Zqeeus,Uhjnfg Lzvdlsk,978-8010930572,1974,1.5,4929,"['Science Fiction', 'Fiction']",304,German,Publisher 44,8.503094267036735,False,Low,1970,2,1.5,1
My Jhfeij,Yxnnncg Esvnjpx,978-3673950596,2011,4.9,2833,['Classics'],325,English,Publisher 14,7.949444420250625,True,High,2010,1,4.9,1
An Ooj0zg,Likprooc Qdvfjwvu,978-3376175238,1942,3.3,1371,"['Fantasy', 'Biography']",99,Spanish,Publisher 39,7.22402480828583,False,Medium,1940,2,3.3,1
My Ivypib,Bjztkq Yqbie,978-9307290019,1974,4.6,442,"['History', 'Science Fiction', 'Non-Fiction']",914,French,Publisher 10,6.093569770045136,True,High,1970,3,4.6,1
An Vevs5c,Wxymwlvx Njjcpdko,978-7662973230,1970,2.2,1061,['Science Fiction'],552,French,Publisher 44,6.967909201801884,False,Low,1970,1,2.2,1
An M84pmg,Rzkbfv Anxjdww,978-2365965890,1949,4.6,2874,['History'],853,Chinese,Publisher 4,7.96380795323145,True,High,1940,1,4.6,1
The W4lkfk,Lihzf Mgcmpao,978-5763558308,1904,4.4,3659,"['Classics', 'History', 'Romance']",918,German,Publisher 19,8.205218426395412,True,High,1900,3,4.4,1
My Ubkz4c,Pjiteb Hfumtdj,978-7791841804,1932,2.5,2474,"['Non-Fiction', 'Thriller', 'Fiction']",538,Chinese,Publisher 45,7.813995675002791,False,Low,1930,3,2.5,1
The 539yb4,Vlpnvxb Gmsdmvlt,978-1756385709,2011,2.8,2561,['Fantasy'],395,Chinese,Publisher 50,7.848543482456679,False,Low,2010,1,2.8,1
An Gauno4,Aijdqvia Gfxtw,978-5630655836,1930,2.3,4768,['Science Fiction'],687,Spanish,Publisher 4,8.469891918298224,False,Low,1930,1,2.3,1
A Pnwxlx,Jwdrhdp Ixtnxppl,978-2359277081,1997,4.1,4670,"['Science Fiction', 'Romance', 'Non-Fiction']",957,German,Publisher 7,8.449128460502108,True,High,1990,3,4.1,1
A 3y2anw,Awwqt Wdkuabv,978-6082785042,1983,5.0,2304,"['Fantasy', 'Classics']",792,French,Publisher 11,7.742835955430748,True,High,1980,2,5.0,1
An H9erko,Wzonquyf Wonrl,978-1293590333,2000,5.0,4491,['Romance'],366,French,Publisher 50,8.410053315858333,True,High,2000,1,5.0,1
A Ynax7o,Dwndqwpr Siickxy,978-2100144522,2016,1.5,4735,['Science Fiction'],296,Chinese,Publisher 11,8.462948176563842,False,Low,2010,1,1.5,1
The 7lyk4t,Vqizxxx Hczzcz,978-3571630763,1954,1.7,3088,['Classics'],731,French,Publisher 3,8.035602692918582,False,Low,1950,1,1.7,1
An Lafsnk,Fskgeu Zbualb,978-6017050732,1977,2.5,703,"['Biography', 'Romance', 'Fantasy']",359,Spanish,Publisher 35,6.556778356158042,False,Low,1970,3,2.5,1
A Zjvsbc,Mqmymz Mpkruvwd,978-2079654178,1927,3.0,3611,"['Science Fiction', 'Fantasy']",531,English,Publisher 3,8.192016914536875,False,Low,1920,2,3.0,1
An Utlc9f,Scvlr Twppm,978-5741243835,1908,1.8,4860,['Mystery'],317,Spanish,Publisher 3,8.488999457045455,False,Low,1900,1,1.8,1
A Tm1pid,Pecrugvc Ketswzfd,978-5100929118,2002,3.1,1677,['Mystery'],259,Spanish,Publisher 8,7.425357887027151,False,Medium,2000,1,3.1,1
My Fr4ubv,Enzjivf Rhpkafzn,978-8880606927,1913,2.9,3646,['Romance'],262,English,Publisher 46,8.20166019080868,False,Low,1910,1,2.9,1
An Aq1c8j,Pidjar Wzfekzdu,978-2829682217,1913,4.7,2719,['History'],559,French,Publisher 14,7.908387159290043,True,High,1910,1,4.7,1
The Coksta,Jkucdhve Eezbpt,978-9617381210,1909,1.6,671,['Thriller'],715,Spanish,Publisher 15,6.51025834052315,False,Low,1900,1,1.6,1
My Lamxpy,Jybtqrc Zoqvlg,978-4974655125,1954,2.7,2027,['Fantasy'],828,Chinese,Publisher 15,7.614805364711073,False,Low,1950,1,2.7,1
An Vwqdkl,Bfwvf Luccm,978-8556720926,2018,2.2,814,['Fiction'],388,German,Publisher 38,6.703188113240863,False,Low,2010,1,2.2,1
The Wjjnj9,Ylxsolk Rdnudyl,978-6542002206,1930,1.9,2536,"['Classics', 'Fiction', 'History']",827,French,Publisher 3,7.838737559599282,False,Low,1930,3,1.9,1
My Xdf5q2,Rrsbiz Mtuzbrjy,978-5094342501,1991,4.4,1680,"['Thriller', 'Science Fiction']",940,German,Publisher 33,7.427144133408615,True,High,1990,2,4.4,1
My W0lugk,Vwtmai Aebfgf,978-5800080677,1937,3.2,1615,"['Science Fiction', 'Romance', 'Classics']",548,French,Publisher 19,7.38770923908104,False,Medium,1930,3,3.2,1
An J3krsx,Lsudh Oykhdhxv,978-6805485848,1973,4.8,3926,['Romance'],960,Chinese,Publisher 11,8.275631054578009,True,High,1970,1,4.8,1
My L5izes,Wyvkd Wxxmw,978-6917716565,1915,2.3,1355,"['Thriller', 'Classics', 'Romance']",320,Spanish,Publisher 34,7.212294468500341,False,Low,1910,3,2.3,1
The Cbkfid,Menhsqef Bucdder,978-7707743429,1901,4.4,3775,"['Fiction', 'Mystery']",835,Chinese,Publisher 24,8.236420527265391,True,High,1900,2,4.4,1
A Ud6rhm,Sqeucb Ydiyifv,978-2368133721,1934,1.5,155,"['Biography', 'History', 'Science Fiction']",425,Spanish,Publisher 23,5.049856007249537,False,Low,1930,3,1.5,1
An X8ih7t,Gzkct Qxwta,978-5886170385,1982,4.8,1110,"['Fantasy', 'Mystery', 'Classics']",95,French,Publisher 48,7.0130157896396295,True,High,1980,3,4.8,1
My 0dzdkq,Hqwta Lekrqulw,978-5247180849,1966,4.2,656,"['Thriller', 'Mystery']",466,Spanish,Publisher 10,6.48768401848461,True,High,1960,2,4.2,1
The Awo5ok,Ctqybl Qntjzrjz,978-4078417653,1976,3.1,911,"['Classics', 'Science Fiction', 'Non-Fiction']",145,Chinese,Publisher 30,6.815639990074331,False,Medium,1970,3,3.1,1
A J32l18,Iiaeg Jjtuf,978-4624410736,1969,4.6,4593,"['Science Fiction', 'Classics']",313,Spanish,Publisher 24,8.432506383249043,True,High,1960,2,4.6,1
A Cpi2uj,Mstiigch Ytrcr,978-6695118703,2005,2.9,1290,['History'],247,Spanish,Publisher 48,7.1631723908466425,False,Low,2000,1,2.9,1
The 7aywrd,Nqpfec Cnzicwk,978-5077609267,1919,4.8,4489,"['Non-Fiction', 'Thriller', 'History']",483,French,Publisher 50,8.4096079807363,True,High,1910,3,4.8,1
The Visk8a,Nhczfwzk Vmqps,978-2943295550,1952,3.1,258,['Romance'],314,Spanish,Publisher 22,5.556828061699537,False,Medium,1950,1,3.1,1
My Zfuxao,Sfwtn Iifqqqc,978-9787212458,1916,3.8,1506,"['Science Fiction', 'Biography', 'Fantasy']",388,English,Publisher 25,7.317876198626495,False,Medium,1910,3,3.8,1
My Tdtpo1,Efjloyrb Mrrglagh,978-1241887609,1987,3.5,4981,"['History', 'Fantasy', 'Fiction']",370,Spanish,Publisher 25,8.513586695822125,False,Medium,1980,3,3.5,1
An 1hnqro,Spjmpraj Gjijykml,978-8885509829,1952,4.9,182,['Fiction'],725,Chinese,Publisher 33,5.2094861528414205,True,High,1950,1,4.9,1
My Jk21an,Wagknt Odqtv,978-5680520086,1900,3.7,3502,"['Fantasy', 'Thriller']",184,English,Publisher 49,8.161375023197486,False,Medium,1900,2,3.7,1
The Ndn2iq,Zdemm Knlhjnb,978-6099593646,1998,2.2,1904,"['Biography', 'Classics', 'Thriller']",65,German,Publisher 50,7.552237287560801,False,Low,1990,3,2.2,1
The Oftwis,Wqbztfk Fzleg,978-7740724168,1911,4.1,2999,['Science Fiction'],939,Spanish,Publisher 38,8.006367567650246,True,High,1910,1,4.1,1
My Wunkiq,Ipjvdwl Shlfl,978-2824701109,1962,3.4,2497,['Biography'],915,Chinese,Publisher 5,7.823245690685523,False,Medium,1960,1,3.4,1
An Kz430d,Alulf Hswdscm,978-9993078565,1978,4.9,1412,"['Fantasy', 'Non-Fiction']",315,French,Publisher 48,7.253470382684527,True,High,1970,2,4.9,1
My Uqsz3q,Grezgy Uwpfrgy,978-4617441661,2014,2.6,4031,"['Thriller', 'Fantasy', 'Biography']",453,French,Publisher 10,8.302017809751204,False,Low,2010,3,2.6,1
The 6bn0mw,Cvyqam Zdcbpbzo,978-5800751611,2023,1.2,3679,['History'],684,English,Publisher 12,8.210668031162976,False,Low,2020,1,1.2,1
My Xjy1e7,Bmuool Dkmmjvoj,978-2895284715,1960,3.0,4844,"['History', 'Mystery']",128,English,Publisher 26,8.485702524324866,False,Low,1960,2,3.0,1
A Xvr6pd,Pobhvqk Uxtltpf,978-8786438129,1940,4.1,2769,"['Fantasy', 'History', 'Non-Fiction']",81,English,Publisher 13,7.9266025991813835,True,High,1940,3,4.1,1
An 04kbc7,Usjzhzo Pkvqugoy,978-6138773398,1921,2.5,897,"['Fantasy', 'History', 'Classics']",845,German,Publisher 31,6.800170068302199,False,Low,1920,3,2.5,1
My Gtgonw,Ewpjtqy Mjzex,978-3987166311,1987,2.3,598,"['Mystery', 'History', 'Romance']",994,German,Publisher 11,6.395261598115449,False,Low,1980,3,2.3,1
The Lbw3xj,Zepjenr Wjrjzb,978-5647864483,2000,4.2,3917,['Science Fiction'],58,Spanish,Publisher 43,8.273336598504486,True,High,2000,1,4.2,1
The Lk8ru1,Dgoqts Uuubjac,978-8101897350,1975,2.1,412,"['Fantasy', 'Thriller']",622,German,Publisher 26,6.023447592961032,False,Low,1970,2,2.1,1
An L6inhg,Arazpcau Aazbce,978-6568641141,1912,2.5,953,"['History', 'Biography']",744,Spanish,Publisher 1,6.860663671448286,False,Low,1910,2,2.5,1
An Antkl2,Prgqs Wadgdkv,978-8174165338,1949,4.7,414,['Fiction'],953,German,Publisher 45,6.028278520230698,True,High,1940,1,4.7,1
A Tklkzh,Mqmwoyz Adzea,978-2019463715,1950,1.4,3626,['Biography'],502,German,Publisher 10,8.196161139282902,False,Low,1950,1,1.4,1
My Tyjgom,Skkobrxt Oftlxo,978-2245838159,1993,3.0,1620,"['Fantasy', 'Thriller']",118,Spanish,Publisher 15,7.390798521735676,False,Low,1990,2,3.0,1
A Jwfhte,Zjbqs Vgjxl,978-2208562376,1973,3.2,58,"['Fantasy', 'Science Fiction', 'Romance']",872,French,Publisher 44,4.07753744390572,False,Medium,1970,3,3.2,1
An Lsucmw,Bkhaibz Kfcvk,978-4482732564,1901,2.0,2358,"['Thriller', 'Romance']",212,Chinese,Publisher 8,7.765993079407675,False,Low,1900,2,2.0,1
The Lpfexo,Hmzhe Ymepsytk,978-3953529402,2023,2.6,1160,"['Science Fiction', 'Non-Fiction', 'Thriller']",371,German,Publisher 24,7.057036981697891,False,Low,2020,3,2.6,1
My Zcuqm9,Dcrthot Eyttbvt,978-1325470732,1966,3.5,55,"['Fantasy', 'Biography']",957,German,Publisher 1,4.025351690735149,False,Medium,1960,2,3.5,1
The W4brgg,Kxrarw Rqtpplt,978-4822534837,1945,1.2,1479,"['Romance', 'Fantasy', 'Non-Fiction']",200,Spanish,Publisher 6,7.299797366758161,False,Low,1940,3,1.2,1
The Bancuv,Fdgdw Caahd,978-6799975101,1961,2.2,1529,['Classics'],874,English,Publisher 45,7.333023014386481,False,Low,1960,1,2.2,1
My Nb9kl1,Izfnfg Qvjwzch,978-8162264872,1930,4.4,2987,"['Romance', 'Biography']",514,French,Publisher 36,8.002359546252707,True,High,1930,2,4.4,1
An Aquywl,Jwfbiim Aquwi,978-7947954286,1976,1.3,1508,"['Classics', 'Science Fiction', 'Fantasy']",759,German,Publisher 47,7.319202458767848,False,Low,1970,3,1.3,1
An Zwww0b,Wmczioaa Xvcsqz,978-9488701756,1930,4.0,1616,"['Romance', 'Biography', 'Non-Fiction']",423,German,Publisher 2,7.388327859577107,True,Medium,1930,3,4.0,1
The Wuhudb,Msjlvdem Wmylt,978-2270734543,1923,4.2,714,"['History', 'Biography']",801,Spanish,Publisher 36,6.5722825426940075,True,High,1920,2,4.2,1
An 1ktlgg,Xbgody Saessgsg,978-1184906587,1915,1.9,3812,"['Thriller', 'Mystery', 'Biography']",836,French,Publisher 24,8.246171559857563,False,Low,1910,3,1.9,1
A Nis8sk,Rnsqsuz Ibkdbiq,978-6879156088,2019,4.1,3979,"['Fiction', 'Science Fiction', 'Romance']",265,English,Publisher 25,8.289037098278483,True,High,2010,3,4.1,1
The A28wta,Navgejzu Nkrydb,978-4778935371,1938,4.9,3026,"['History', 'Fiction', 'Thriller']",841,German,Publisher 12,8.015327309021718,True,High,1930,3,4.9,1
An 3iejvz,Ugbcr Kepacc,978-2954588070,1909,4.5,420,"['History', 'Classics']",709,English,Publisher 7,6.042632833682381,True,High,1900,2,4.5,1
My Csblu1,Xmypj Vifov,978-3466481709,1969,1.7,3425,"['Science Fiction', 'Fantasy']",179,English,Publisher 35,8.139148678884064,False,Low,1960,2,1.7,1
An I5jnjs,Uuvibib Glowoidl,978-6680665981,1971,2.2,3934,['Thriller'],392,Spanish,Publisher 40,8.277666160851503,False,Low,1970,1,2.2,1
My Dschtv,Bxnufm Omataqb,978-7343199245,1994,3.6,3000,"['Fantasy', 'Mystery', 'Non-Fiction']",715,English,Publisher 42,8.006700845440367,False,Medium,1990,3,3.6,1
An Mmvwpa,Kdikvd Hjivz,978-5968815661,2015,4.3,3421,['Biography'],513,French,Publisher 28,8.137980454452139,True,High,2010,1,4.3,1
An Oxawih,Klflfmt Bzodjvn,978-9081417215,1970,4.1,3133,"['Fantasy', 'History']",828,English,Publisher 23,8.050065422915965,True,High,1970,2,4.1,1
A Cm497y,Cihhv Hlnneevi,978-1962624733,1938,3.0,461,['Fiction'],322,Spanish,Publisher 25,6.135564891081739,False,Low,1930,1,3.0,1
A G6uqpm,Zpjly Caltkoih,978-9985545419,1936,1.1,2439,['Thriller'],571,French,Publisher 34,7.799753318287247,False,Low,1930,1,1.1,1
My Uj9wv0,Ownlzk Jnwvi,978-5185520257,1991,1.9,4778,"['Science Fiction', 'History', 'Mystery']",185,German,Publisher 41,8.471986598578159,False,Low,1990,3,1.9,1
A Kmccs9,Qqubpnr Ygaaedp,978-8794949402,1930,1.7,4846,"['Fiction', 'Romance', 'Classics']",802,Spanish,Publisher 1,8.486115235845375,False,Low,1930,3,1.7,1
The 4gpfsg,Dgylgvuh Pipsquw,978-2673162219,1996,2.6,2342,"['Biography', 'Thriller']",371,English,Publisher 43,7.759187438507795,False,Low,1990,2,2.6,1
The Hhtjjp,Nuywvohj Yxacru,978-1237000640,1966,3.8,2486,"['Fantasy', 'Fiction']",978,Chinese,Publisher 42,7.818832443803404,False,Medium,1960,2,3.8,1
An Tj6r0x,Yrilpoj Czzrct,978-6097615877,2015,4.0,412,"['Non-Fiction', 'History']",211,German,Publisher 42,6.023447592961032,True,Medium,2010,2,4.0,1
My Bprbga,Vnggueah Lctvpe,978-2946369917,2015,1.5,4774,"['History', 'Romance']",493,English,Publisher 19,8.471149252914831,False,Low,2010,2,1.5,1
A Qllfmn,Recmr Hckknwj,978-1746355353,1957,3.3,3461,['Mystery'],160,Chinese,Publisher 23,8.149601735736153,False,Medium,1950,1,3.3,1
A Rse2gx,Dfmmaybn Qtmenz,978-3219929279,1937,2.8,3295,"['History', 'Fiction', 'Thriller']",469,Chinese,Publisher 42,8.100464891029363,False,Low,1930,3,2.8,1
My Szioxm,Ngqfabl Dutjgmb,978-9007508424,2008,2.6,4012,['Biography'],889,Spanish,Publisher 10,8.297294370266917,False,Low,2000,1,2.6,1
My Htpld0,Woegukvw Mtdgd,978-3868405062,1948,4.9,191,"['Romance', 'Thriller', 'Fantasy']",364,French,Publisher 12,5.2574953720277815,True,High,1940,3,4.9,1
A Xvh2gv,Qilwxsgv Xqkwx,978-1422471175,1997,1.7,1464,"['Science Fiction', 'History']",261,German,Publisher 39,7.289610521451167,False,Low,1990,2,1.7,1
A Iqmjcr,Utjecp Pifye,978-9625463513,1935,1.7,2433,"['Romance', 'History', 'Fantasy']",842,Spanish,Publisher 31,7.797291273547472,False,Low,1930,3,1.7,1
My Wdyirk,Kvxsilu Ejftpbrc,978-9758885135,1975,4.9,707,['History'],560,English,Publisher 46,6.56244409369372,True,High,1970,1,4.9,1
My Vrc4ap,Klrpkj Pjqmgu,978-3291561550,1985,1.8,1364,['Classics'],564,Spanish,Publisher 11,7.21890970761906,False,Low,1980,1,1.8,1
An Titbow,Vkuqn Ncuzq,978-7639710080,1981,2.7,1008,"['Fantasy', 'Classics']",941,English,Publisher 11,6.9167150203536085,False,Low,1980,2,2.7,1
A Bwe2zk,Mdywfp Bbwalp,978-8467376731,2023,2.3,2955,"['Classics', 'Thriller', 'Biography']",710,German,Publisher 34,7.991592282068092,False,Low,2020,3,2.3,1
My Cify9u,Tddmo Pmajfo,978-3822259809,1981,3.6,134,"['Non-Fiction', 'Mystery']",894,French,Publisher 37,4.90527477843843,False,Medium,1980,2,3.6,1
A Rgqh6q,Jtgvbf Nmcvwgr,978-8895522988,2008,2.4,4941,"['Mystery', 'Non-Fiction', 'Science Fiction']",768,Chinese,Publisher 47,8.505525386548555,False,Low,2000,3,2.4,1
My Mligzj,Trhbjiwq Wubsg,978-8322590990,1908,4.7,273,"['Fantasy', 'Science Fiction', 'History']",456,English,Publisher 12,5.6131281063880705,True,High,1900,3,4.7,1
