title,author,isbn,publication_year,rating,reviews,genres,page_count,language,publisher
The Lpfexo,Hmzhe Ymepsytk,978-3953529402,2023,2.6,1160,"['Science Fiction', 'Non-Fiction', 'Thriller']",371,German,Publisher 24
My Zcuqm9,Dcrthot Eyttbvt,978-1325470732,1966,3.5,55,"['Fantasy', 'Biography']",957,German,Publisher 1
The W4brgg,Kxrarw Rqtpplt,978-4822534837,1945,1.2,1479,"['Romance', 'Fantasy', 'Non-Fiction']",200,Spanish,Publisher 6
The Bancuv,Fdgdw Caahd,978-6799975101,1961,2.2,1529,['Classics'],874,English,Publisher 45
My Nb9kl1,Izfnfg Qvjwzch,978-8162264872,1930,4.4,2987,"['Romance', 'Biography']",514,French,Publisher 36
An Aquywl,Jwfbiim Aquwi,978-7947954286,1976,1.3,1508,"['Classics', 'Science Fiction', 'Fantasy']",759,German,Publisher 47
An Zwww0b,Wmczioaa Xvcsqz,978-9488701756,1930,4.0,1616,"['Romance', 'Biography', 'Non-Fiction']",423,German,Publisher 2
The Wuhudb,Msjlvdem Wmylt,978-2270734543,1923,4.2,714,"['History', 'Biography']",801,Spanish,Publisher 36
An 1ktlgg,Xbgody Saessgsg,978-1184906587,1915,1.9,3812,"['Thriller', 'Mystery', 'Biography']",836,French,Publisher 24
A Nis8sk,Rnsqsuz Ibkdbiq,978-6879156088,2019,4.1,3979,"['Fiction', 'Science Fiction', 'Romance']",265,English,Publisher 25
The A28wta,Navgejzu Nkrydb,978-4778935371,1938,4.9,3026,"['History', 'Fiction', 'Thriller']",841,German,Publisher 12
An 3iejvz,Ugbcr Kepacc,978-2954588070,1909,4.5,420,"['History', 'Classics']",709,English,Publisher 7
My Csblu1,Xmypj Vifov,978-3466481709,1969,1.7,3425,"['Science Fiction', 'Fantasy']",179,English,Publisher 35
An I5jnjs,Uuvibib Glowoidl,978-6680665981,1971,2.2,3934,['Thriller'],392,Spanish,Publisher 40
My Dschtv,Bxnufm Omataqb,978-7343199245,1994,3.6,3000,"['Fantasy', 'Mystery', 'Non-Fiction']",715,English,Publisher 42
An Mmvwpa,Kdikvd Hjivz,978-5968815661,2015,4.3,3421,['Biography'],513,French,Publisher 28
An Oxawih,Klflfmt Bzodjvn,978-9081417215,1970,4.1,3133,"['Fantasy', 'History']",828,English,Publisher 23
A Cm497y,Cihhv Hlnneevi,978-1962624733,1938,3.0,461,['Fiction'],322,Spanish,Publisher 25
A G6uqpm,Zpjly Caltkoih,978-9985545419,1936,1.1,2439,['Thriller'],571,French,Publisher 34
My Uj9wv0,Ownlzk Jnwvi,978-5185520257,1991,1.9,4778,"['Science Fiction', 'History', 'Mystery']",185,German,Publisher 41
A Kmccs9,Qqubpnr Ygaaedp,978-8794949402,1930,1.7,4846,"['Fiction', 'Romance', 'Classics']",802,Spanish,Publisher 1
The 4gpfsg,Dgylgvuh Pipsquw,978-2673162219,1996,2.6,2342,"['Biography', 'Thriller']",371,English,Publisher 43
The Hhtjjp,Nuywvohj Yxacru,978-1237000640,1966,3.8,2486,"['Fantasy', 'Fiction']",978,Chinese,Publisher 42
An Tj6r0x,Yrilpoj Czzrct,978-6097615877,2015,4.0,412,"['Non-Fiction', 'History']",211,German,Publisher 42
My Bprbga,Vnggueah Lctvpe,978-2946369917,2015,1.5,4774,"['History', 'Romance']",493,English,Publisher 19
A Qllfmn,Recmr Hckknwj,978-1746355353,1957,3.3,3461,['Mystery'],160,Chinese,Publisher 23
A Rse2gx,Dfmmaybn Qtmenz,978-3219929279,1937,2.8,3295,"['History', 'Fiction', 'Thriller']",469,Chinese,Publisher 42
My Szioxm,Ngqfabl Dutjgmb,978-9007508424,2008,2.6,4012,['Biography'],889,Spanish,Publisher 10
My Htpld0,Woegukvw Mtdgd,978-3868405062,1948,4.9,191,"['Romance', 'Thriller', 'Fantasy']",364,French,Publisher 12
A Xvh2gv,Qilwxsgv Xqkwx,978-1422471175,1997,1.7,1464,"['Science Fiction', 'History']",261,German,Publisher 39
A Iqmjcr,Utjecp Pifye,978-9625463513,1935,1.7,2433,"['Romance', 'History', 'Fantasy']",842,Spanish,Publisher 31
My Wdyirk,Kvxsilu Ejftpbrc,978-9758885135,1975,4.9,707,['History'],560,English,Publisher 46
My Vrc4ap,Klrpkj Pjqmgu,978-3291561550,1985,1.8,1364,['Classics'],564,Spanish,Publisher 11
An Titbow,Vkuqn Ncuzq,978-7639710080,1981,2.7,1008,"['Fantasy', 'Classics']",941,English,Publisher 11
A Bwe2zk,Mdywfp Bbwalp,978-8467376731,2023,2.3,2955,"['Classics', 'Thriller', 'Biography']",710,German,Publisher 34
My Cify9u,Tddmo Pmajfo,978-3822259809,1981,3.6,134,"['Non-Fiction', 'Mystery']",894,French,Publisher 37
A Rgqh6q,Jtgvbf Nmcvwgr,978-8895522988,2008,2.4,4941,"['Mystery', 'Non-Fiction', 'Science Fiction']",768,Chinese,Publisher 47
My Mligzj,Trhbjiwq Wubsg,978-8322590990,1908,4.7,273,"['Fantasy', 'Science Fiction', 'History']",456,English,Publisher 12
The 6rojs7,Nnzfvnsf Qsbaoe,978-1045586122,1969,1.8,1305,"['Fantasy', 'Fiction', 'History']",733,German,Publisher 30
The Ufuqte,Ryyyc Pupvugie,978-5433977740,1952,3.6,3443,['Science Fiction'],816,French,Publisher 8
The H77mvi,Kfuoz Uqqlcst,978-1595654090,1978,2.2,3389,"['Science Fiction', 'Thriller', 'Fiction']",84,French,Publisher 33
The Tpkydp,Kzpriqu Gosofyo,978-5758649378,1936,3.7,499,"['Fantasy', 'Biography', 'Non-Fiction']",267,Chinese,Publisher 16
An Oik4qk,Mfhuhtkg Zzmdcmuk,978-1545370249,1984,1.2,1100,"['Romance', 'Non-Fiction']",926,English,Publisher 50
An Q15jkv,Ukvclpp Yhplv,978-5054660542,1994,2.7,2976,['Biography'],597,French,Publisher 33
An Bpthyy,Ufywkb Hkaogd,978-5688302626,1913,4.7,4225,['Mystery'],181,English,Publisher 13
My 5cyme0,Bzdfa Yumap,978-3247385813,1940,3.2,722,['Non-Fiction'],612,Spanish,Publisher 46
A Kws3fz,Gwouav Lxjxoayg,978-1706974213,1905,1.4,53,"['Classics', 'Biography']",94,French,Publisher 48
The Id0ybi,Fxvgcuj Setjsx,978-8734366181,1903,4.6,3744,['Non-Fiction'],211,Spanish,Publisher 21
The Vegnmq,Otlaqb Szxhsrv,978-1898762880,1959,1.3,658,"['History', 'Non-Fiction', 'Romance']",199,Spanish,Publisher 44
The Gb8nyj,Dgoyb Tpmdjhk,978-5260753087,2021,1.4,2254,['Fantasy'],261,German,Publisher 24
An Kpbhjw,Sdfowq Ywkpmhy,978-4789209201,2017,3.2,4557,"['Biography', 'Fantasy', 'Romance']",580,English,Publisher 34
An Cnevov,Lvbnmna Zckfjh,978-7438035796,2001,1.3,4020,['Classics'],508,German,Publisher 9
My Nllamm,Diyovfjs Tgxyb,978-3109563084,1915,4.7,1767,"['Fiction', 'Classics', 'History']",477,Spanish,Publisher 1
A Puytou,Zumlep Kqmrixws,978-7476414072,2007,3.8,3336,"['Fiction', 'Mystery']",901,German,Publisher 28
My 9w7ywe,Gihydnof Qfwfk,978-1454082719,1946,2.8,3073,['Classics'],404,German,Publisher 34
The O1m68a,Lrutgfas Erfgl,978-2440365292,1934,5.0,2439,['Science Fiction'],108,German,Publisher 38
My Oeyr1m,Kzduz Tzyowa,978-2814796063,1999,3.6,4144,"['Non-Fiction', 'Science Fiction']",875,French,Publisher 38
My Cmgd2m,Eouscrm Oiylrlza,978-6102726430,1919,3.5,4542,"['Mystery', 'History']",646,English,Publisher 9
A Kyyjvj,Fuloyngd Sbgcmk,978-5973106198,2023,3.7,729,['Fantasy'],207,Spanish,Publisher 43
A 4quggm,Viqaoz Fxwffavb,978-4071934800,1916,1.8,3817,['Mystery'],900,French,Publisher 43
A F9sofv,Dxpxrf Onrlgxaq,978-5491927954,2014,4.1,634,"['Thriller', 'Romance', 'Mystery']",946,Spanish,Publisher 37
A Fyeozg,Uaztr Xveqjupj,978-6588607212,1994,1.9,501,"['Thriller', 'Mystery', 'Science Fiction']",470,German,Publisher 50
My Sbcbfz,Mjmvwni Bcwia,978-7583364772,1913,2.9,3289,"['Romance', 'Mystery']",105,Spanish,Publisher 33
My Chcnlx,Qhupmf Mtmqtcdx,978-8775466012,1970,2.6,3421,"['Romance', 'Science Fiction']",313,German,Publisher 12
An Yy1mtc,Khggcsa Jgmtwiew,978-7749540512,1901,4.6,1124,"['Non-Fiction', 'Thriller', 'Biography']",320,English,Publisher 8
A Moxvfn,Greuju Lzjvq,978-1902459159,1949,4.8,4161,"['Thriller', 'Romance', 'Non-Fiction']",87,French,Publisher 46
My Mav1yy,Enghkbmh Nkooios,978-1634830976,1922,2.9,4884,['Biography'],210,German,Publisher 17
A Qxstdw,Bfrhlb Clfbatjx,978-4556060132,1959,1.2,4234,"['Science Fiction', 'Fantasy']",419,English,Publisher 28
A Wvr6i5,Axnow Bpezql,978-3962575071,1911,1.8,3672,['Non-Fiction'],603,German,Publisher 43
An Mdtyxg,Kyfauf Fwlwl,978-7941336412,1963,3.9,4187,['History'],799,French,Publisher 2
An 0opb5m,Kmijooa Hyuoy,978-5985653902,2003,3.9,4502,"['Fantasy', 'Romance']",782,English,Publisher 9
My Wi1vpr,Vhvjb Fdplocc,978-2386927231,1916,4.4,1815,['Science Fiction'],789,Chinese,Publisher 42
My Ievfke,Jbzxuxyc Xpyzdk,978-9210983653,1964,4.1,436,['Biography'],91,Spanish,Publisher 47
The Hvtrup,Bitobf Bzvlh,978-4463731558,1962,1.4,2220,['Thriller'],544,English,Publisher 1
An Bgd5hk,Gfetxty Iwoxbmo,978-3643834925,1906,2.8,4636,"['Romance', 'Science Fiction']",194,German,Publisher 46
The Faouou,Vfuhcgol Opaijmh,978-5574243011,1956,4.2,4167,['Non-Fiction'],809,English,Publisher 20
A N1o6c8,Qmwjc Tqdgrp,978-9649292178,1918,3.0,3111,"['Biography', 'Classics', 'Thriller']",112,French,Publisher 8
A 9tuz4w,Khfguunb Uuiuahlz,978-8917296250,1930,2.2,2303,['Non-Fiction'],784,French,Publisher 34
An Yloelo,Zfbkyyo Fujkitul,978-7902818427,1961,2.0,1148,['Biography'],859,Chinese,Publisher 39
The T754gn,Lokjr Tmojuf,978-9329136285,1988,1.8,1869,['Non-Fiction'],911,English,Publisher 29
A Ikjshq,Setmun Bcicre,978-9482887434,1930,1.4,3928,"['Mystery', 'Fiction', 'Romance']",324,German,Publisher 16
The 7rffrc,Iboqaq Jlqusctw,978-5749994339,1904,3.3,3578,['Non-Fiction'],304,French,Publisher 50
An Rt1ykw,Sihtr Cbjnhks,978-6587659400,1937,2.0,4752,"['Biography', 'Mystery']",506,English,Publisher 47
My 5oime3,Ehbfggzv Kntcdekv,978-5942238345,1964,4.6,1295,"['Biography', 'Fiction']",786,English,Publisher 17
An Lsgnls,Dtlpjdy Cfejxq,978-5551260184,1941,1.1,2293,"['Science Fiction', 'Classics']",230,English,Publisher 21
My 0bckcn,Eckfpy Qbieiuoq,978-6301616904,1928,1.4,2259,['Fiction'],467,French,Publisher 26
My 4nrtzl,Jxsflcc Asebi,978-7611096367,2007,3.0,4412,"['Fantasy', 'Fiction']",943,Spanish,Publisher 14
The Pl9654,Tgcvu Zaiemr,978-9659709590,1965,1.6,149,"['Classics', 'History']",861,German,Publisher 48
A Hzrkus,Wycypg Kdtla,978-5101344510,2016,1.3,359,"['History', 'Biography', 'Mystery']",469,French,Publisher 41
An Hid3nh,Zdfytpiv Dsrhwp,978-4825976535,2012,3.8,1782,"['Thriller', 'Biography']",122,Chinese,Publisher 50
The Pik1by,Znhgx Owjzyli,978-3952681426,1943,1.0,2936,"['Fiction', 'Thriller', 'Fantasy']",722,French,Publisher 32
The Kql6g3,Gqmjj Flgpyejx,978-4886838147,1959,4.6,4089,['Mystery'],311,German,Publisher 23
A Ihwk7q,Ybxtyom Bjtlyse,978-9390113794,1973,3.7,1151,['Thriller'],320,Chinese,Publisher 1
My Mfwtln,Skjuol Qyzxwi,978-7377698939,1986,2.8,2576,"['History', 'Classics', 'Fantasy']",189,German,Publisher 4
A Jwhchk,Qwyelyo Zblvvhgd,978-3582931452,1969,1.9,304,"['Fiction', 'Classics']",987,Spanish,Publisher 20
My 5xvl9r,Heniyiyb Kmeifbyt,978-9425741081,1944,4.2,3328,['Fiction'],267,French,Publisher 7
My 5htpou,Smayeiqp Wrvtow,978-5776558342,1928,4.3,4814,"['Romance', 'Fantasy', 'Classics']",716,Chinese,Publisher 14
The Mjiq3g,Dcrou Dsbrqnfp,978-2340660157,2016,4.4,2465,"['Science Fiction', 'Fiction', 'Romance']",832,French,Publisher 39
The Weuzmu,Ssibglbc Zoycp,978-6008505323,2016,2.9,4808,"['Non-Fiction', 'Classics']",960,Chinese,Publisher 7
A Mxo9t6,Rnagtoc Lzxvvkl,978-2653198609,1933,1.2,2628,"['Fantasy', 'Romance']",735,Spanish,Publisher 43
My K0zrm0,Bcaixk Uqmvptg,978-1689434081,1972,4.0,4086,"['Biography', 'Fiction']",978,Chinese,Publisher 20
An Rwkio5,Vwvwtwb Kkdnzahg,978-5442000420,1996,2.7,4108,"['Mystery', 'Thriller']",651,German,Publisher 16
The Da7sna,Uuqhrzg Jrflxb,978-2182713737,1959,4.2,4586,"['Fiction', 'Classics']",919,German,Publisher 35
The Vkwpnk,Rvtvuvfa Bqmaro,978-2027026377,1937,3.6,834,['Non-Fiction'],512,German,Publisher 15
The Dwfx3d,Kpniv Lyopy,978-1956822521,1912,3.7,3622,"['Romance', 'Fantasy']",395,German,Publisher 16
An L8nbdz,Wymjz Kfznupu,978-7433967980,1928,3.6,1352,['Fantasy'],563,German,Publisher 14
My Tu5nq6,Nvhtzwg Fhpkpsr,978-4665897833,1967,4.6,1397,['Non-Fiction'],60,Spanish,Publisher 43
An Atlvrv,Aoesw Xvohsin,978-9888657165,1934,1.2,4774,"['Romance', 'Thriller', 'Biography']",130,Spanish,Publisher 12
My Xqbx52,Jthsdztp Lmlzevn,978-5548712292,2011,2.5,437,"['History', 'Mystery', 'Thriller']",560,Spanish,Publisher 49
An Avtuto,Ccoyyoc Lrfcecgl,978-4459816986,1982,1.4,4797,['Fantasy'],729,Chinese,Publisher 27
The Mdsoea,Pfbrgj Jtmrd,978-3339394566,2000,3.5,2481,['Non-Fiction'],995,German,Publisher 34
My Yt7e0g,Bqxuadl Xhjciq,978-5741682937,1938,3.4,4726,"['Science Fiction', 'Classics', 'Fantasy']",97,English,Publisher 9
An 2ytglw,Ryjzgukh Rancvfp,978-6694045591,1926,4.1,2851,"['Non-Fiction', 'Romance', 'Biography']",428,French,Publisher 25
The Dlo2ht,Opsfjdsj Zxtwnk,978-7340368807,1953,2.1,1548,"['Science Fiction', 'Fantasy']",996,English,Publisher 3
An 6e65or,Oioszwxx Eqwcilp,978-1426901163,1951,2.5,1776,['Thriller'],485,Chinese,Publisher 14
The Vaytld,Bqhdcp Vxiognmo,978-2675534133,1961,1.3,266,"['Thriller', 'Fantasy', 'Mystery']",117,Chinese,Publisher 9
A 1ndn2p,Vrnrnafh Lbage,978-3641193798,1971,3.0,1535,"['History', 'Mystery', 'Non-Fiction']",156,English,Publisher 17
An Tmquqg,Prldbx Bnpiit,978-6244262545,2014,4.3,4347,['Classics'],95,German,Publisher 36
The 4on2b1,Fhddnci Nurlyelb,978-6375942183,1973,2.4,3222,"['Romance', 'Fiction']",290,French,Publisher 30
The Max8tu,Phzjgkb Efiyb,978-5648299008,1900,1.7,4836,['History'],754,French,Publisher 27
My 7j18il,Ciknzq Epeou,978-5349886223,2021,3.9,3865,"['Biography', 'Romance', 'Science Fiction']",776,Chinese,Publisher 1
An Abqvbk,Flikd Xvxsk,978-9802388561,2013,4.1,4856,['Science Fiction'],254,Chinese,Publisher 6
An 3ggiwr,Lrzmv Pcgde,978-8530552718,1983,4.5,2756,"['Biography', 'Non-Fiction', 'Fantasy']",922,Spanish,Publisher 38
An Prlas4,Eyqxgc Gyjzt,978-8520619634,1916,4.7,382,"['History', 'Science Fiction']",667,German,Publisher 14
An Mgyne0,Jmujeviz Remwsilz,978-8819668368,1902,2.5,1876,"['Non-Fiction', 'Fantasy', 'Thriller']",234,Spanish,Publisher 25
The Ck3qcj,Xlyhywnw Omyfhf,978-6098693604,2012,1.0,3821,['Non-Fiction'],305,French,Publisher 49
A Ulrza7,Phetxhu Qqrajc,978-6415409420,1925,4.6,3336,['Science Fiction'],127,English,Publisher 34
The T2fwf8,Nnofyydp Abudjqi,978-1878678339,1991,3.2,2027,"['History', 'Biography', 'Non-Fiction']",852,Spanish,Publisher 50
An Wfgjdu,Qwqrfem Hfqyftv,978-5064273913,1992,1.2,4452,"['Biography', 'Mystery']",78,French,Publisher 23
My G2zgyy,Mmuwja Wteibm,978-6824872001,1917,4.7,1960,"['Thriller', 'Fantasy']",331,German,Publisher 2
My Grrm1h,Ypdoq Jkjqliyz,978-5899327557,1920,3.8,4999,"['Science Fiction', 'Romance']",590,Spanish,Publisher 40
A Rs4eky,Exftwh Vmvnfbw,978-7935478129,2012,3.6,2740,"['Thriller', 'Science Fiction', 'Romance']",657,Spanish,Publisher 50
The Uv4fla,Unteh Tsjbtyl,978-5761503299,1919,1.6,456,['Biography'],61,French,Publisher 45
An C3ji0n,Uddsak Sztamif,978-6412566990,2005,3.3,1415,"['Romance', 'Fantasy', 'Fiction']",156,German,Publisher 20
My Mlb1rw,Ydogqj Afbne,978-5815918644,1938,1.9,632,"['Classics', 'Fantasy']",197,French,Publisher 35
My Sn7scr,Ckbyf Wgmhdqm,978-2279670353,1900,3.4,4623,"['Thriller', 'Fiction', 'History']",373,English,Publisher 48
An Ta9o2i,Rkbhqnsg Lddjd,978-8451554821,1963,2.1,1366,"['Mystery', 'Thriller']",170,German,Publisher 8
A I3wly0,Hvgelt Euhynkpb,978-5419762937,1927,3.9,2152,['Romance'],656,German,Publisher 36
The Qiqcxt,Mfytuj Xscqzf,978-2982098220,1950,1.5,426,"['Non-Fiction', 'Romance', 'Thriller']",265,Spanish,Publisher 2
A Ft95hf,Vphddlgj Xcdeefeb,978-8905735097,1916,1.9,1770,"['Science Fiction', 'Biography']",187,English,Publisher 39
The Oa6lhh,Lglpwl Nlgpwcl,978-4552336846,1912,3.8,3817,['Fiction'],281,French,Publisher 9
A Tcjygy,Qxizs Nblqdu,978-5047913477,1913,3.8,324,"['Thriller', 'History', 'Fiction']",806,German,Publisher 22
My Vkkc4k,Fypmli Vrxyrf,978-7221810073,1994,3.7,3240,"['Thriller', 'History']",256,German,Publisher 50
An O4x6ce,Zrwweuo Yynfkyx,978-5031099408,1944,1.5,261,['Science Fiction'],408,English,Publisher 50
A Baqqqh,Oxhaclkv Ribhm,978-1166589874,1977,3.3,4083,"['Biography', 'Non-Fiction']",227,Chinese,Publisher 4
The Iavcl6,Nnjtcljw Hdfuhhck,978-9165426925,1933,4.8,1867,['Non-Fiction'],886,Spanish,Publisher 18
A Ixmqkq,Tewhggp Ccfuoteb,978-4026903053,1907,2.9,2622,"['Science Fiction', 'Mystery']",416,Chinese,Publisher 44
An 0oxpqu,Vizpwjd Tblzljkr,978-4129111740,2024,3.5,2768,"['Classics', 'Non-Fiction', 'Biography']",464,English,Publisher 43
The 2lzehp,Zrrdtez Fklzy,978-8003824459,1924,4.0,2501,"['Science Fiction', 'Mystery', 'History']",845,German,Publisher 50
My B3l9cm,Dxarccdm Rpxmwp,978-7516280884,1952,3.0,3533,"['Fantasy', 'Non-Fiction']",965,Spanish,Publisher 39
An Slkejr,Fgbvutna Wlljh,978-7520473662,1928,2.2,4567,['Mystery'],841,Chinese,Publisher 6
My 5nr3q1,Tehui Bpjepbwb,978-1252991389,1953,3.8,3445,"['Mystery', 'Fiction']",280,French,Publisher 7
The 28oawk,Jcleopqs Altfgn,978-4335672199,1997,4.7,2826,['Non-Fiction'],212,Chinese,Publisher 42
A Ql8gac,Asqyjs Ucrwnc,978-1261468495,1922,2.6,3027,"['History', 'Classics']",600,French,Publisher 42
The Uhy9tv,Iahxqwnq Kkeiu,978-5475634493,1946,3.1,3204,['Fiction'],360,French,Publisher 4
The 6dnmtz,Bazzrz Nrsma,978-6124588490,1971,1.9,2006,['Non-Fiction'],666,Chinese,Publisher 26
A Ag4dnc,Pajkevs Hqsby,978-3242415484,1972,1.2,3632,['Fantasy'],521,Chinese,Publisher 36
My F3nu32,Fljoexu Qpaokqpg,978-9860934868,1973,2.7,1026,"['Romance', 'Thriller']",273,English,Publisher 3
The Wtitjw,Rsbzugqr Isdvrvoe,978-6279824087,2011,3.1,584,"['Thriller', 'Romance', 'Fiction']",420,Spanish,Publisher 1
A Jr9ah9,Grekk Dcgyvkne,978-7041174146,1990,3.1,1055,"['Science Fiction', 'Romance', 'Classics']",749,French,Publisher 22
My 68ao0g,Qogfugxh Rxisqt,978-9196352110,2017,3.1,1754,['Classics'],227,Chinese,Publisher 30
The M3iy9m,Jmygxfa Zdsopia,978-2326906145,1924,1.7,4357,['History'],795,German,Publisher 27
The 7tv3tz,Vczudalt Qcalufd,978-6235359988,2023,3.0,67,['Romance'],191,English,Publisher 31
The Aihiln,Dfhswbpy Blufkt,978-1589343407,1948,1.3,4181,"['History', 'Biography']",293,Spanish,Publisher 44
The Aopyq7,Oawubx Dvhqejkt,978-4242574868,1978,2.2,635,"['Biography', 'Classics']",426,French,Publisher 36
My Ggw1bn,Lbfqp Ppssrqt,978-4619449906,2012,1.5,575,['Fantasy'],196,Chinese,Publisher 29
A Mswabp,Grvbrlxf Rmljp,978-8569481639,1946,1.4,3447,"['Non-Fiction', 'Fantasy', 'Biography']",986,French,Publisher 39
A Wsvuwc,Gkqvjp Pypymqsz,978-5496841988,1985,2.6,4797,"['Biography', 'Romance']",284,Chinese,Publisher 48
The Oaepdq,Jlnwlp Ysofhj,978-4224342772,2023,3.0,3367,"['Biography', 'Romance']",587,English,Publisher 20
The Qxuhoc,Yghwefl Kbccuz,978-7338845825,1948,2.3,3014,['Classics'],976,German,Publisher 37
A Nyd93i,Buhzspjo Tjnmisc,978-7026829229,1939,4.6,4614,"['History', 'Fantasy']",915,Chinese,Publisher 48
An Ylkeu8,Tkzrrmc Ivvukw,978-2649277924,1984,2.3,4114,['Mystery'],657,Chinese,Publisher 12
My 3onipx,Ijhkpi Sfqmbr,978-6291203733,1978,1.9,3364,"['Non-Fiction', 'Science Fiction']",344,French,Publisher 44
My Zalgpg,Txhbsoh Tabxjdzb,978-7571780214,1974,1.1,1193,"['Fiction', 'Fantasy']",141,Chinese,Publisher 23
An Rducy9,Gktmcry Alyjzqi,978-2963160891,1963,3.7,162,['Romance'],817,Chinese,Publisher 34
An Hipp8v,Jofsp Fesmx,978-2768613088,1958,2.2,4749,"['Biography', 'Fiction']",770,German,Publisher 36
A Ycr3u1,Ipngajed Ubhxdify,978-8476308393,1978,2.3,1460,['Fiction'],818,Chinese,Publisher 45
A D0izof,Jjtogdtg Tgwyrcg,978-6188026325,1946,3.6,2451,"['Classics', 'Biography', 'Fantasy']",636,Spanish,Publisher 18
My Uxnzez,Dzetpo Yqrvtr,978-7177114270,2002,4.3,711,"['Fantasy', 'Mystery', 'Thriller']",184,English,Publisher 27
A 1ptu3n,Xyysb Hwbsjila,978-7623701353,2003,4.0,1556,['Thriller'],295,Spanish,Publisher 36
My Szrl97,Nlyyxzvb Hospd,978-9277747307,1999,1.3,4400,['Thriller'],995,English,Publisher 35
An Bsoyn3,Yyhru Xiaolgs,978-4589217783,1935,3.6,1331,['Mystery'],714,French,Publisher 16
My Qtfhtu,Tgeda Ngaglf,978-6123098780,1916,3.8,3138,"['Science Fiction', 'Biography']",719,Spanish,Publisher 39
My Cwcwvh,Ksjkvvxu Vtwkwm,978-9228745308,1903,2.5,3663,"['Romance', 'History']",314,English,Publisher 26
The Uyjyr5,Dmhmohx Rwdlne,978-3177930431,1943,2.5,4417,['Biography'],652,Spanish,Publisher 18
The Rsemcm,Ffreciy Zftexqj,978-9860205014,2006,4.2,2623,"['Classics', 'Biography']",261,French,Publisher 11
My 6iilsb,Czioh Delatnq,978-5061840533,1914,2.9,3584,"['History', 'Romance', 'Fiction']",580,Spanish,Publisher 42
An Yb2rz8,Dmbnjx Ojvkat,978-9453828991,1912,3.2,4534,"['Classics', 'Romance']",897,Chinese,Publisher 33
An 27etlp,Oefpcs Swdxlhg,978-4999873275,2008,4.8,4593,"['Fiction', 'Biography', 'History']",70,Chinese,Publisher 39
The Emmoby,Qrtov Qdpllak,978-4843722602,1951,1.6,2036,"['Fantasy', 'Non-Fiction', 'Fiction']",636,English,Publisher 15
A Rmzgzf,Innvtfw Ptmbeai,978-9935494637,1951,2.5,2621,"['Fantasy', 'Classics']",753,Spanish,Publisher 16
An Xq0q7n,Djyic Dyopxzqg,978-2369101405,1990,4.5,4980,"['Non-Fiction', 'Classics']",953,Spanish,Publisher 48
The Jlhymq,Eykqiga Xmrbtt,978-2152158746,1901,2.2,1687,"['Science Fiction', 'Romance', 'Biography']",675,Chinese,Publisher 28
An Bn9ljh,Cbzogks Arzvgbm,978-6773115992,2003,3.5,558,['Thriller'],76,English,Publisher 13
An Xd2biw,Ouuumdq Fhgitc,978-3070738111,2007,1.4,746,['Classics'],835,English,Publisher 18
A Kj8bco,Dkngz Wszuyn,978-3434245195,1977,3.0,3977,"['Non-Fiction', 'Fiction', 'History']",185,English,Publisher 9
The Mb8l98,Eolgczog Dkmbun,978-9158585203,1962,3.5,1525,"['Science Fiction', 'Romance']",245,English,Publisher 29
A Ghyfsd,Ypcuawu Mmnudy,978-7332734906,1989,1.1,2913,"['Non-Fiction', 'Romance', 'Classics']",596,German,Publisher 20
My 5amhf8,Akrmy Gdaxor,978-2467207110,1933,4.8,2063,"['Romance', 'Fiction']",775,Chinese,Publisher 20
An Ns76ck,Uedgfr Cclvnea,978-9751134096,1925,1.9,1002,"['Mystery', 'Biography']",436,German,Publisher 20
My Ulq3ul,Vaorm Dqeonlk,978-1172499791,1977,1.9,1241,"['Romance', 'Classics']",96,German,Publisher 15
An Yrjcyy,Jbzsa Zcqsjb,978-8388737411,1975,4.9,3515,"['Science Fiction', 'Fiction']",550,German,Publisher 28
An Ostheg,Leimzi Iawxmt,978-7115938002,1955,2.9,3373,"['Romance', 'Science Fiction', 'Fiction']",815,English,Publisher 1
The Hfsvgc,Mndiqb Cphnpz,978-1237472279,1957,2.3,1897,"['Fiction', 'Classics']",415,Chinese,Publisher 22
A 2nfl7d,Zfiwuttw Ndqqf,978-8752688452,1977,2.0,1016,"['Fantasy', 'Fiction']",139,French,Publisher 25
My E8jjek,Khtbd Kvuvgniq,978-3966498769,1922,2.7,3475,"['Mystery', 'History']",788,English,Publisher 6
An Npiovg,Lukyiu Gdtmc,978-7170759951,2004,2.1,2682,"['Fiction', 'Non-Fiction', 'Thriller']",710,English,Publisher 20
My 6uyxl7,Vvbob Swsgqzr,978-2075853170,1995,2.3,4914,['Classics'],190,German,Publisher 46
My Sqzvoz,Vnllaoay Ilpsvb,978-3932756073,1958,4.2,386,['Non-Fiction'],128,Spanish,Publisher 50
A Lurpsh,Riodzfxl Zcflfhar,978-8818261497,1906,3.9,4301,"['Science Fiction', 'Fantasy']",139,Spanish,Publisher 29
My Dbfbog,Bkgecqp Bmoqug,978-2686137218,1915,3.3,2777,"['Biography', 'Romance', 'Science Fiction']",662,Chinese,Publisher 8
A G2j9kl,Fxqyx Qxlzo,978-8870921972,1965,1.1,2193,"['History', 'Classics']",568,Spanish,Publisher 10
An A1urrs,Rynipb Kpqvr,978-4460214743,2023,1.3,3903,['Science Fiction'],182,German,Publisher 48
A Vq7oiz,Geklwiyr Nzvgcgwy,978-6971818168,2019,4.8,3902,"['Fantasy', 'Non-Fiction', 'History']",256,Chinese,Publisher 31
